datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed,windspeedmax,windspeedmin,winddir,sealevelpressure,cloudcover,visibility
1/1/2023,26,14.8,20.1,10.6,56.7,0,36.2,36.2,0.5,75.5,1022.6,51.6,10.3
1/2/2023,23,14.8,18.5,11.8,66.2,0,36.5,36.5,1.3,75.5,1022.2,66.4,10.3
1/3/2023,22.1,16,18.5,14,76.1,0,38.3,38.3,1.7,73,1022.5,75.1,10
1/4/2023,21.1,16,17.9,14.2,80.1,0,27.7,27.7,1.1,68.3,1022.4,83.6,10.1
1/5/2023,24,14.9,18.6,11.3,65.5,0,31.7,31.7,1.1,54.1,1022,70.8,10.1
1/6/2023,26.1,12,20.2,8.6,50.2,0,27.5,27.5,0,67.7,1022.1,23.5,10.3
1/7/2023,26.1,14,20.4,10,54.2,0,37.6,37.6,0.2,61.4,1021.4,24.6,10.3
1/8/2023,27,15.9,20.9,12.2,59.2,0,32.8,32.8,0.6,61.2,1020.7,46.6,10.4
1/9/2023,26.1,16.1,20.5,13.4,66.4,0,29.5,29.5,1.1,61.9,1021.5,71.1,10.3
1/10/2023,25,16.1,20.6,12.7,63.3,0,27.5,27.5,0.9,62.9,1022.3,73.3,10.2
1/11/2023,26.1,15.6,20.7,12.5,62,0,37.6,37.6,1.6,62.5,1021.6,60.3,10.3
1/12/2023,26.9,15.9,21.1,11.9,57.8,0,32.8,32.8,0.6,63.6,1020,58,10.2
1/13/2023,27,14,20.8,10.4,55.8,0,27.5,27.5,0.4,62.7,1020.3,56.9,10.8
1/14/2023,26,15.7,20.7,8.5,47.8,0,35.4,35.4,0.6,68.9,1021.1,46.7,10.3
1/15/2023,26.1,14,20.4,8.9,49.6,0,36.2,36.2,0,57.2,1020.4,22.9,10.3
1/16/2023,27,14,20.6,9.2,50.4,0,36.2,36.2,0,65.7,1020.2,28.5,10.3
1/17/2023,26.1,13.9,20.3,10.5,57.3,0,35.2,35.2,0.9,62.1,1020.7,57.9,10.3
1/18/2023,29,13,21.9,6.2,42.8,0,34.8,34.8,0.6,56.3,1020.6,27.7,10.3
1/19/2023,28.1,15.1,22.1,7.1,40.5,0,21.9,21.9,0.9,62.2,1019.8,38.9,10.3
1/20/2023,28.1,16,21.9,10.9,52.5,0,32.4,32.4,0.6,63.3,1019.6,31.8,10.4
1/21/2023,27.1,15,21.5,10.1,51.7,0,37.1,37.1,0,63,1019.1,26.1,10.2
1/22/2023,25.1,13.8,20,9.6,52.6,0,32.4,32.4,0,60.1,1019.7,70.2,10.2
1/23/2023,26,16.9,20.7,11.9,58.7,0,28.7,28.7,0.9,65.8,1018.9,75.6,10.2
1/24/2023,26.1,13.8,20.3,11.6,61.2,0,27.5,27.5,0,62.6,1020.2,79.4,10.7
1/25/2023,28,15.9,21.7,9.4,48.7,0,32.4,32.4,1.1,64.6,1019.1,52.6,10.3
1/26/2023,29,14.8,21.7,6.8,43.8,0,32.8,32.8,0.4,57.7,1018.4,37,10.4
1/27/2023,26.3,14.8,21.5,8.7,45.2,0,33.1,33.1,0,72.9,1019.3,55.2,10.5
1/28/2023,27.2,12.6,20.9,8.7,49.3,0,34.7,34.7,0.6,70.6,1019.5,19,10.8
1/29/2023,28,14.8,21.2,7.7,45,0,35.8,35.8,0,70.5,1019.5,12.4,10.3
1/30/2023,28,12.9,21.3,8.3,46.2,0,33.5,33.5,0,67.2,1020.4,23.2,10.5
1/31/2023,28,15.6,21.8,9.3,48,0,26.9,26.9,1.5,65.3,1020.1,44.1,10.4
2/1/2023,30,16,23,9.8,49,0,33.5,33.5,0.9,85.4,1020.4,57.7,10.4
2/2/2023,29.9,19,23.6,9.3,45.1,0,25.9,25.9,8.5,66.7,1020.3,66.7,10.5
2/3/2023,29.1,13.9,22.7,4.8,39.4,0,36.5,36.5,0.6,58.5,1021,22.8,10.3
2/4/2023,30,14.1,22.8,5.9,38.5,0,36.5,36.5,0.6,70.1,1020.1,17.2,10.4
2/5/2023,30,16.9,23.1,8,43.7,0,22.5,22.5,0.4,70.8,1019.3,40.4,10.3
2/6/2023,30,14.9,22.7,5.9,40.3,0,31.4,31.4,0,59.3,1019.1,35.6,10.3
2/7/2023,29,15,22.2,10,49.4,0,33,33,0,70,1019.6,37.4,10.3
2/8/2023,28.1,16,22.1,11.5,52.9,0,27.9,27.9,0.4,54.6,1020.8,42.2,10.2
2/9/2023,28.1,16,22,10.9,51.6,0,35.8,35.8,0.6,54.9,1021.4,38.2,10.2
2/10/2023,29.1,14.8,22.6,8,44.7,0,36,36,0,62.9,1021.4,23,10.3
2/11/2023,28.1,16,22.1,9.3,46.8,0,45.2,45.2,0.4,61.8,1021.9,55.3,10.3
2/12/2023,28,15,21.7,7.9,44.3,0,35.5,35.5,0,61.9,1021.7,34.2,10.3
2/13/2023,28.1,13.1,21.4,5.3,39.1,0,35.8,35.8,0.2,65.4,1021.1,22.5,10.3
2/14/2023,28.1,15.9,21.9,7.6,42.8,0,22.3,22.3,1.1,59,1020.1,42.6,10.3
2/15/2023,28.9,16.9,22.5,8,42.4,0,31.6,31.6,0.9,66.5,1018.5,32,10.3
2/16/2023,29,17.9,22.7,10.1,47.2,0,35.8,35.8,0.9,68.8,1018.6,64.2,10.3
2/17/2023,28,15.8,21.7,9.7,49.8,0,37.1,37.1,0.4,65.2,1019.9,79.2,10.3
2/18/2023,26.1,15.8,20.8,10.6,53.9,0,32.1,32.1,0.4,69.4,1020.4,47.7,10.3
2/19/2023,28.1,16.8,21.6,10.8,52.3,0,36.2,36.2,1.1,58.3,1020.6,42.9,10.4
2/20/2023,28.1,15.9,22,8.6,45,0,27.5,27.5,1.1,64.5,1020.8,30.1,10.5
2/21/2023,28,16.7,22,7,39.2,0,36,36,0.6,64.1,1021.1,50,10.3
2/22/2023,28.1,17.5,22.4,8.3,41.9,0,32,32,0,66.9,1020,37.6,10.8
2/23/2023,29,16,22.4,10,48.1,0,36,36,0.9,72.5,1019.7,28.7,10.2
2/24/2023,29.1,16.9,22.7,10.2,49.3,0,26.3,26.3,0.6,71.3,1020.4,34,10.2
2/25/2023,28.1,18.9,22.9,10.4,47.9,0,39.9,39.9,1.3,68.9,1020.7,42.6,10.3
2/26/2023,28,17.8,22.7,10.8,50.5,0,36.5,36.5,1.1,71,1021.3,44.2,10.3
2/27/2023,27,17.8,21.8,12.7,57.9,0,33,33,1.3,70.8,1022.3,88.2,10.3
2/28/2023,26.9,17.8,21.5,12.2,57.5,0,32.8,32.8,0.9,64.8,1023.1,68.6,10.4
3/1/2023,28.1,16,22.5,10.2,48.5,0,23.1,23.1,0,59.2,1022.7,48.3,10.4
3/2/2023,28.8,16.9,22.8,10.3,47.3,0,35.3,35.3,0.9,56.3,1022.1,44.8,10.3
3/3/2023,28.1,18.8,23,11,48.4,0.9,37.1,37.1,9.4,66.2,1022.5,57.9,10.2
3/4/2023,28,18.8,23,10.9,47.8,0,32.6,32.6,0.9,68.5,1023.3,58.6,10.4
3/5/2023,28,16.9,22,10.6,52,0,29.5,29.5,9.6,63.5,1023.6,47.3,10.2
3/6/2023,28.1,17.8,22.4,9.7,47.1,0,44.8,44.8,1.1,61.5,1022,23.5,10.3
3/7/2023,29.1,16.9,22.3,10,49.9,0,42.5,42.5,1.1,69.2,1020.4,26.8,10.4
3/8/2023,29.1,17.8,22.9,10.7,50.6,0,36.5,36.5,0.9,57.5,1020.4,25.6,10.7
3/9/2023,30,18,23.5,10.3,48.4,0,33.8,33.8,0.6,65.8,1020.4,36.7,10.3
3/10/2023,29,18.9,23.4,11.5,50,0,27.7,27.7,1.1,64.7,1019.5,41.6,10.3
3/11/2023,28,19,22.8,12.4,53.7,0,39.4,39.4,8,68.3,1019.7,75.7,10.3
3/12/2023,28,18,22.5,12.2,55.1,0,36.7,36.7,9.8,76.3,1020.1,81.3,10.8
3/13/2023,29,17,22.6,11.7,53.6,0,35.9,35.9,6.3,78.9,1020,62,10.4
3/14/2023,27.8,18,22.1,12.1,56.2,0,27.3,27.3,9.6,66.2,1019.3,79.3,10.3
3/15/2023,28,17.9,22.3,12.6,57.1,0,29.1,29.1,1.5,69.6,1019.5,84.3,10.2
3/16/2023,23,16,19,15.1,79.5,2,21.9,21.9,0.1,59.2,1020.3,83.6,9.9
3/17/2023,26,17,21,13.4,63.9,0.4,32,32,9.6,79.4,1019.5,75.8,12.2
3/18/2023,27.1,14.9,21.5,10.6,52.9,0,28.5,28.5,0.2,79,1021.4,52.8,10.3
3/19/2023,27.1,17,22.1,12,55.5,0,26.9,26.9,6.9,74.8,1021.1,69,10.4
3/20/2023,28.1,17,21.8,12.7,58.6,0,33.9,33.9,0.2,90,1020.7,77.8,10.3
3/21/2023,26,17,20.2,14.2,70.4,0,35.8,35.8,0.2,301.9,1020.8,88.2,10.3
3/22/2023,26,17,20.9,14.9,71,0.7,32.4,32.4,0.4,160.1,1020.4,88.3,10.3
3/23/2023,27.8,16.1,19.8,15.3,77.1,0,26.7,26.7,0.6,203.8,1020.9,88.7,10.2
3/24/2023,26,16,19.9,15.2,75.9,0,17.3,17.3,0.4,207.2,1020.5,86.6,10
3/25/2023,24,15,19.5,14.5,74.5,0,21.3,21.3,0.3,58.7,1021.1,81.4,10
3/26/2023,23,16,19.2,14.4,75,0,21.9,21.9,0.4,34.7,1021.4,79.6,10.2
3/27/2023,26,16,21,14,66.2,0,34.8,34.8,0,69.6,1021,64.7,10.3
3/28/2023,27.1,18,21.8,14.2,64.8,0,28.2,28.2,1.1,66.5,1021.1,78.2,11.3
3/29/2023,26.9,17.9,21.8,13.9,63.4,0,24,24,9.4,69.6,1022.5,83.8,10.4
3/30/2023,26.1,17.9,21.4,14,64.7,0,32.6,32.6,0.9,66.2,1021.7,76.4,10.2
3/31/2023,26,17.9,20.8,14.4,69.1,0,33,33,0.6,76.1,1021.2,78.8,10.2
4/1/2023,27.9,17,21.7,13.2,61.2,0,18.4,18.4,0,85.1,1022,71.7,10.4
4/2/2023,27.1,16.1,21.5,13.8,64.8,0,23.1,23.1,0.4,80.5,1021.2,81.3,10.3
4/3/2023,25.1,17,20.5,14.9,71.9,0.8,29.5,29.5,0.4,66.2,1020.1,88.3,10.3
4/4/2023,25,16,19.8,13.6,70.1,0,19.2,19.2,0.4,62.6,1021,72,10.1
4/5/2023,25,16.2,20.5,13.8,67.2,0,36,36,1.1,71.6,1021.2,73.5,10.4
4/6/2023,24,17,19.8,14.3,71.6,0,21.7,21.7,9.2,59.2,1021.4,76.4,10.3
4/7/2023,26,16.9,21,13.9,66.5,0,27.3,27.3,0.3,73.6,1021.5,70.9,10.3
4/8/2023,22.1,16,18.2,15.3,83.8,0.1,35.2,35.2,0.9,77.2,1022.4,89,10
4/9/2023,24,15.9,19.1,14.9,78.4,0,37.1,37.1,0,70.3,1022.5,75.3,10.2
4/10/2023,26,17,20.6,14.6,70.9,0,26.3,26.3,1.7,68.9,1021.7,79.1,10.2
4/11/2023,24.9,17,19.7,15.7,79.2,0,32.8,32.8,1.5,60.1,1021.3,85.2,9.7
4/12/2023,24.1,16.1,19.7,15.7,79.3,0.2,25.3,25.3,0.4,72.6,1021.8,83.3,10.3
4/13/2023,24,16.1,19.6,15.5,79,0,27.3,27.3,0.6,66.9,1022.6,88.7,10.3
4/14/2023,19.9,17,18,15.9,87.8,14,18.4,18.4,0.9,61,1023,86.9,10.2
4/15/2023,24,16.9,19.3,15.4,79.7,0,36.2,36.2,0.9,78.3,1022.1,80.8,10
4/16/2023,24,16,19.2,15.2,78.8,0.1,26.7,26.7,0.4,82,1021.1,82.2,10.1
4/17/2023,24,16,19.6,14.9,75.9,0,31.4,31.4,0,83.1,1020.5,81.1,10.4
4/18/2023,25.9,17,20.3,14.7,72.7,1,26.9,26.9,8.9,79.9,1022.1,71.5,10.1
4/19/2023,25.9,16,20,14.6,73.7,0.1,21.7,21.7,0,105.4,1022.3,76.7,10.3
4/20/2023,26,16,20.5,14.3,70.5,0,26.3,26.3,0,86,1019.3,72.6,10.3
4/21/2023,26.9,17.1,21.3,14.4,67.1,0,18,18,0,93.2,1017.7,76.1,10.3
4/22/2023,23,17.1,19.5,16.1,81.4,0.4,22.5,22.5,0,127.7,1019.2,78.7,10.5
4/23/2023,25.9,16,20,14.9,74,1.4,24.1,24.1,0.3,97.8,1020,85.7,10.3
4/24/2023,26,17.1,21,15.4,72.7,0,24.7,24.7,0.4,89,1020.7,73.9,10.3
4/25/2023,23.6,17.1,19.2,16.3,83.6,1,19.2,19.2,0.4,74.8,1021.4,86.7,10.3
4/26/2023,24.9,17,19.4,15.6,80,11,21.3,21.3,0.4,105.4,1021.6,88.7,10.4
4/27/2023,24,16.1,20,15.5,76.9,0,18.2,18.2,0.4,126.2,1020.6,75.8,10.2
4/28/2023,21.7,16.1,18.2,15.9,86.4,17,21.2,21.2,0,116.7,1021.8,88.9,10.2
4/29/2023,22,15,18.5,15,81.1,0.1,18.4,18.4,0,150.2,1021.3,84.7,10.4
4/30/2023,23.9,16.9,18.7,15.9,84.6,0,18.4,18.4,0.4,199.1,1021.7,90.3,10
5/1/2023,21.9,16.9,18.6,15.7,83.8,0,18.6,18.6,0,62,1022.4,88.4,10.1
5/2/2023,24,15.9,19.3,15.5,79.8,0.5,25.3,25.3,0.5,92.9,1021.7,80.3,11.6
5/3/2023,22.2,17,18.5,15.9,85.1,1.7,16.9,16.9,0,109,1021.6,83.8,15.1
5/4/2023,24.9,16.6,19.8,14.1,71.9,0.4,18,18,0,94.5,1022.8,77.6,12.9
5/5/2023,25,15.1,19.9,14.1,71.7,0,22.1,22.1,0,92,1024,74,10.3
5/6/2023,24.9,17,19.8,14.8,74.4,0,22.1,22.1,0,113.9,1024,76.7,10.3
5/7/2023,24.9,17,20.2,14.7,72.3,0,25.3,25.3,7.3,89.5,1023.8,81.3,10.4
5/8/2023,25,16.9,20.1,14.7,72.9,0,23.5,23.5,0.4,92.2,1022.8,83,11
5/9/2023,23,16.1,18.8,15.4,81.7,0,17.5,17.5,0.9,152.7,1022.9,86.2,10.8
5/10/2023,22.9,16.8,19.2,14.9,77,2,18.8,18.8,0.4,105.7,1022.7,87.9,11.8
5/11/2023,23,16,18.9,14.7,77.6,0,18,18,0.4,119.4,1023.8,86.6,11.8
5/12/2023,24.2,16,19.8,14.4,72.6,0,18.8,18.8,0,118.2,1023.8,75.2,12.3
5/13/2023,25.9,16.8,20.6,14.3,69.3,0.1,18.4,18.4,0.4,127,1025.3,82.4,12.7
5/14/2023,24.8,16.1,19.9,15,75.2,0.4,17.1,17.1,0,147.1,1025.3,83.9,12.3
5/15/2023,24.9,15.9,19.9,14.4,72.1,0,17.8,17.8,0.2,128.8,1024.7,81.8,12.2
5/16/2023,24.2,16,19.9,14.2,70.3,0.1,17.3,17.3,0.2,136,1024,87.5,12.1
5/17/2023,23.9,17,19.7,14.6,73.1,0,14.8,14.8,0.4,93.5,1024.2,88.2,12.1
5/18/2023,25,15.9,19.9,14.4,72.4,0.4,18,18,0.5,109,1024.3,84.2,11.8
5/19/2023,25,16.7,20.4,14,68.2,0,20.4,20.4,0,110.2,1024.4,86.9,12.1
5/20/2023,28.1,13.8,21.3,13.3,63,0,18.4,18.4,0,103.7,1023.1,65.3,12.2
5/21/2023,26.7,15.5,21,13.7,64.6,0,26.9,26.9,0,122.9,1022.7,66.9,12.4
5/22/2023,27,16.8,21.3,14.2,66.9,0,20.8,20.8,0.6,98.7,1023.1,64.9,12.5
5/23/2023,25.8,16.8,20,14.9,74.1,0,23.3,23.3,0,119.5,1023.3,71.2,12.4
5/24/2023,25,16.7,20,13.9,69.8,0.1,18.6,18.6,0,129.5,1023.3,81.4,11.9
5/25/2023,25,16.9,20.5,13.1,64.1,0,26.1,26.1,0,89.7,1023.9,78.7,11.9
5/26/2023,24.1,15.9,19.4,12.7,67.1,0,21.1,21.1,5.2,95.8,1024.1,80.5,12.8
5/27/2023,21.9,14.9,17.9,12.9,73.8,0,25.3,25.3,0.8,74.6,1024.3,85.3,12.3
5/28/2023,23.8,14.9,18.5,12.8,72,0,28.7,28.7,0.4,85.5,1024.3,81.6,12.4
5/29/2023,20,14.8,17,14.4,85.3,0.2,21.9,21.9,1.1,74.7,1024.8,89.9,10.7
5/30/2023,22,15,18.2,13.7,76.2,1,18,18,0.4,109.4,1024.8,86.6,12
5/31/2023,24,14.8,19.1,13.6,72,0.2,22.3,22.3,0,133.7,1024.7,84.4,12.5
6/1/2023,26,15,19.8,13.2,68.2,0.1,20.5,20.5,0,114.4,1023.3,89.1,12.3
6/2/2023,25,15.9,20,13.2,67.5,0.1,21.9,21.9,0,135.4,1023.9,87.9,12.7
6/3/2023,23.9,16.1,19.3,13.9,72.3,0,23.1,23.1,0.4,123.8,1024.9,87.3,13.5
6/4/2023,24.1,15.2,19,13.2,70.9,0,20.1,20.1,0.2,114.8,1024.5,85.2,13.2
6/5/2023,26.6,15.6,20.3,12.5,63.9,0,25.5,25.5,0.2,96.9,1024.2,71.6,13.3
6/6/2023,25.1,16.9,19.9,13.6,69.2,0.2,18.4,18.4,0,136.9,1024.9,81.6,13.3
6/7/2023,27,15.9,20.1,10.6,57.8,0,19.9,19.9,0,124.7,1024.5,64.7,12.7
6/8/2023,27.8,12.4,20.2,10,55.1,0,26.2,26.2,0.5,120.3,1024.5,55.6,12
6/9/2023,25,16.7,20,13.3,67.4,0.4,19.6,19.6,0.6,151.9,1024.4,87.3,12.5
6/10/2023,25.9,15,19.9,13.1,67,0.2,18.8,18.8,0.4,123.7,1024,73.9,12.3
6/11/2023,26,16,20.1,12.5,65.1,0,18.4,18.4,0.8,104,1024.2,84,12.5
6/12/2023,25,15.8,20.4,12.2,60.8,0,21.3,21.3,0.4,59.4,1023.5,84.9,12.5
6/13/2023,24.9,15,19.2,12.4,65.9,0,18.6,18.6,0,78,1023.2,82.7,12.7
6/14/2023,25,16.7,19.7,14.1,71.7,8,18.4,18.4,0,258,1024,86.6,12.1
